award_id,award_date,vendor_name,award_amount,category,department,country,contract_type,fiscal_year
LC-2023-02418,2023-12-02,Cleaning Pro Services,,Catering & Food,IT,Panama,Fixed Price,2023.0
LC-2023-02419,2023-01-23,Grupo Logístico del Istmo,58036.95,Maintenance & Repair,Finance,USA,Framework Agreement,2023.0
LC-2022-02420,2022-01-30,Cleaning Pro Services,672.02,Catering & Food,Marketing,Panama,Fixed Price,2022.0
LC-2023-02421,2023-02-06,Mantenimiento Integral,23646.65,Office Supplies,Finance,USA,Spot Purchase,2023.0
LC-2022-02422,2022-01-15,TechSupplies Panama,147784.14,Office Supplies,Finance,Panama,Spot Purchase,2022.0
LC-2022-02423,2022-02-11,Grupo Logístico del Istmo,27576.83,Maintenance & Repair,Legal,Panama,Spot Purchase,2022.0
LC-2023-02424,2023-01-06,Distribuidora Global S.A.,34469.41,IT & Technology,Marketing,Panama,Framework Agreement,2023.0
LC-2023-02425,2023-03-28,Seguridad Total Corp,494.4,IT & Technology,Logistics,Colombia,Fixed Price,2023.0
LC-2023-02426,2023-08-05,OFICENTRO INTERNACIONAL,67312.8,Logistics & Transport,IT,Costa Rica,Time & Materials,2023.0
LC-2022-02427,2022-06-22,Grupo Logístico del Istmo,72147.57,Maintenance & Repair,Procurement,Panama,Time & Materials,2022.0
LC-2023-02428,2023-02-25,Distribuidora Global S.A.,33703.97,IT & Technology,HR,Panama,Time & Materials,2023.0
LC-2022-02429,2022-09-30,Energía Renovable S.A.,26543.23,Catering & Food,Marketing,Colombia,Framework Agreement,2022.0
LC-2023-02430,2023-09-01,Ferremax Industrial,24321.29,Professional Services,Operations,USA,Spot Purchase,2023.0
LC-2022-02431,2022-11-15,Energía Renovable S.A.,11463.33,Catering & Food,HR,Colombia,Time & Materials,2022.0
LC-2022-02432,2022-07-25,Cleaning Pro Services,1064.76,Catering & Food,Legal,Panama,Time & Materials,2022.0
LC-2023-02433,2023-01-10,Papelería y Más,4744.17,Uniforms & PPE,Logistics,Panama,Time & Materials,2023.0
LC-2022-02434,2022-03-21,TechSupplies Panama,29459.59,Office Supplies,IT,Panama,Time & Materials,2022.0
LC-2022-02435,2022-10-01,MedEquip Latinoamerica,6890.93,Security,Legal,Panama,Framework Agreement,2022.0
LC-2023-02436,2023-05-27,FleetCars Panama,2823.44,Security,Administration,Colombia,Framework Agreement,2023.0
LC-2022-02437,2022-07-24,Uniforms & Workwear Co.,4035.12,Professional Services,Logistics,Costa Rica,Framework Agreement,2022.0
LC-2023-02438,2023-09-01,Ferremax Industrial,97856.42,Professional Services,Logistics,Panama,Spot Purchase,2023.0
LC-2022-02439,2022-07-01,Grupo Logístico del Istmo,21501.61,Maintenance & Repair,Logistics,Panama,Fixed Price,2022.0
LC-2023-02440,2023-06-05,FleetCars Panama,441.48,Security,Administration,Panama,Framework Agreement,2023.0
LC-2023-02441,2023-02-11,Cleaning Pro Services,67803.96,Catering & Food,Sales,Panama,Spot Purchase,2023.0
LC-2022-02442,2022-05-20,FleetCars Panama,39033.72,Security,Operations,Panama,Framework Agreement,2022.0
LC-2022-02443,2022-10-20,Distribuidora Global S.A.,7702.38,IT & Technology,HR,Panama,Fixed Price,2022.0
LC-2023-02444,2023-03-02,MedEquip Latinoamerica,13829.53,Security,IT,Panama,Time & Materials,2023.0
LC-2022-02445,2022-08-14,Oficentro Internacional,19859.35,Logistics & Transport,Operations,Panama,Spot Purchase,2022.0
LC-2023-02446,2023-05-23,FleetCars Panama,7297.09,Security,Operations,Panama,Fixed Price,2023.0
LC-2023-02447,2023-07-17,TechSupplies Panama,51692.55,Office Supplies,Finance,Panama,Framework Agreement,2023.0
LC-2022-02448,2022-06-30,Oficentro Internacional,27411.3,Logistics & Transport,IT,Panama,Framework Agreement,2022.0
LC-2023-02449,2023-05-25,Oficentro Internacional,14178.49,Logistics & Transport,Procurement,Panama,Fixed Price,2023.0
LC-2022-02450,2022-12-16,Energía Renovable S.A.,1744.44,Catering & Food,Operations,Colombia,Spot Purchase,2022.0
LC-2023-02451,2023-02-14,Ferremax Industrial,12095.27,Professional Services,Procurement,Panama,Spot Purchase,2023.0
LC-2023-02452,2023-10-07,Distribuidora Global S.A.,13383.97,IT & Technology,Logistics,Panama,Fixed Price,2023.0
LC-2022-02453,2022-11-30,Energía Renovable S.A.,4443.66,Catering & Food,Finance,Panama,Framework Agreement,2022.0
LC-2022-02454,2022-05-12,Distribuidora Global S.A.,15384.07,IT & Technology,HR,USA,Time & Materials,2022.0
LC-2022-02455,2022-01-28,Catering Express Panama,13671.63,Logistics & Transport,IT,Panama,Spot Purchase,2022.0
LC-2023-02456,2023-06-26,Seguridad Total Corp,45746.44,IT & Technology,IT,Mexico,Spot Purchase,2023.0
LC-2022-02457,2022-07-22,TechSupplies Panama,18104.87,Office Supplies,Operations,Panama,Fixed Price,2022.0
LC-2023-02458,2023-09-08,MedEquip Latinoamerica,7038.19,Security,Legal,Panama,Fixed Price,2023.0
LC-2023-02459,2023-01-18,Ferremax Industrial,66146.16,Professional Services,IT,Panama,Time & Materials,2023.0
LC-2022-02460,2022-06-23,DataCenter Solutions,9976.66,Medical Supplies,IT,Panama,Time & Materials,2022.0
LC-2022-02461,2022-01-02,TechSupplies Panama,39781.06,Office Supplies,Administration,Panama,Time & Materials,2022.0
LC-2022-02462,2022-05-13,Catering Express Panama,14973.3,Logistics & Transport,IT,Panama,Time & Materials,2022.0
LC-2022-02463,2022-02-20,Publicidad Digital LATAM,10131.18,Marketing,Procurement,Panama,Fixed Price,2022.0
LC-2022-02464,2022-07-24,Grupo Logístico del Istmo,8223.94,Maintenance & Repair,Procurement,Panama,Time & Materials,2022.0
LC-2023-02465,2023-07-26,TechSupplies Panama,103051.82,Office Supplies,Finance,Panama,Time & Materials,2023.0
LC-2023-02466,2023-12-26,Distribuidora Global S.A.,105318.99,IT & Technology,Procurement,Colombia,Spot Purchase,2023.0
LC-2022-02467,2022-09-26,Grupo Logístico del Istmo,14531.25,Maintenance & Repair,IT,Panama,Spot Purchase,2022.0
LC-2023-02468,2023-12-31,TechSupplies Panama,38006.99,Office Supplies,HR,Panama,Time & Materials,2023.0
LC-2023-02469,2023-11-12,Oficentro Internacional,82453.91,Logistics & Transport,HR,Panama,Time & Materials,2023.0
LC-2023-02470,2023-01-22,Papelería y Más,3590.44,Uniforms & PPE,Sales,Panama,Fixed Price,2023.0
LC-2023-02471,2023-02-03,Oficentro Internacional,131606.76,Logistics & Transport,Sales,Colombia,Fixed Price,2023.0
LC-2023-02472,2023-06-29,Ferremax Industrial,500000.0,Professional Services,IT,Panama,Fixed Price,2023.0
LC-2023-02473,2023-11-17,Oficentro Internacional,14140.76,Logistics & Transport,IT,Panama,Spot Purchase,2023.0
LC-2022-02474,2022-01-14,Seguridad Total Corp,619.2,IT & Technology,Marketing,Panama,Time & Materials,2022.0
LC-2023-02475,2023-11-11,TechSupplies Panama,52291.14,Office Supplies,Operations,USA,Framework Agreement,2023.0
LC-2022-02476,2022-10-11,DataCenter Solutions,14506.38,Medical Supplies,Legal,Panama,Framework Agreement,2022.0
LC-2023-02477,2023-01-13,MedEquip Latinoamerica,3476.22,Security,HR,Colombia,Fixed Price,2023.0
LC-2022-02478,2022-10-06,Distribuidora Global S.A.,,IT & Technology,Sales,Panama,Spot Purchase,2022.0
LC-2023-02479,2023-04-07,Papelería y Más,659.9,Uniforms & PPE,Administration,Panama,Framework Agreement,2023.0
LC-2022-02480,2022-09-17,Ferremax Industrial,83408.24,Professional Services,Operations,Panama,Fixed Price,2022.0
LC-2023-02481,2023-11-09,Distribuidora Global S.A.,17552.77,IT & Technology,Procurement,Panama,Time & Materials,2023.0
LC-2023-02482,2023-04-19,Cleaning Pro Services,64800.39,Catering & Food,Legal,USA,Spot Purchase,2023.0
LC-2022-02483,2022-03-17,MedEquip Latinoamerica,97613.69,Security,Marketing,USA,Time & Materials,2022.0
LC-2022-02484,2022-05-16,Distribuidora Global S.A.,14472.59,IT & Technology,Administration,Mexico,Time & Materials,2022.0
LC-2023-02485,2023-10-27,Ferremax Industrial,18779.69,Professional Services,Sales,Colombia,Spot Purchase,2023.0
LC-2022-02486,2022-07-27,Energía Renovable S.A.,17843.27,Catering & Food,Administration,Colombia,Framework Agreement,2022.0
LC-2022-02487,2022-07-06,Oficentro Internacional,22821.15,Logistics & Transport,IT,Panama,Framework Agreement,2022.0
LC-2023-02488,2023-05-13,Cleaning Pro Services,4591.14,Catering & Food,Sales,Panama,Framework Agreement,2023.0
LC-2023-02489,2023-12-30,DataCenter Solutions,5105.55,Medical Supplies,Logistics,USA,Fixed Price,2023.0
LC-2023-02490,2023-05-24,Ferremax Industrial,3627.84,Professional Services,Logistics,Panama,Spot Purchase,2023.0
LC-2023-02491,2023-01-30,FleetCars Panama,4813.81,Security,Finance,Panama,Time & Materials,2023.0
LC-2023-02492,2023-02-21,Oficentro Internacional,15872.24,Logistics & Transport,Sales,Panama,Fixed Price,2023.0
LC-2022-02493,2022-10-06,TechSupplies Panama,20095.53,Office Supplies,Administration,Costa Rica,Spot Purchase,2022.0
LC-2022-02494,2022-05-21,Ferremax Industrial,205326.86,Professional Services,Finance,Colombia,Framework Agreement,2022.0
LC-2022-02495,2022-01-09,Distribuidora Global S.A.,8040.06,IT & Technology,Sales,USA,Spot Purchase,2022.0
LC-2023-02496,2023-03-13,TechSupplies Panama,96359.98,Office Supplies,Legal,Colombia,Time & Materials,2023.0
LC-2023-02497,2023-09-19,Cleaning Pro Services,3234.26,Catering & Food,Marketing,USA,Framework Agreement,2023.0
LC-2022-02498,2022-10-27,Grupo Logístico del Istmo,25959.37,Maintenance & Repair,Logistics,Panama,Framework Agreement,2022.0
LC-2023-02499,2023-02-10,Distribuidora Global S.A.,93755.56,IT & Technology,Logistics,USA,Fixed Price,2023.0
LC-2022-02500,2022-10-19,Cleaning Pro Services,8185.15,Catering & Food,Logistics,Panama,Spot Purchase,2022.0
LC-2022-02501,2022-05-30,Oficentro Internacional,72022.63,Logistics & Transport,Marketing,Mexico,Time & Materials,2022.0
LC-2023-02502,2023-08-13,Distribuidora Global S.A.,116055.24,IT & Technology,Procurement,Costa Rica,Time & Materials,2023.0
LC-2022-02503,2022-06-11,MEDEQUIP LATINOAMERICA,2990.03,Security,Logistics,Panama,Time & Materials,2022.0
LC-2022-02504,2022-04-28,Cleaning Pro Services,1961.85,Catering & Food,HR,Panama,Time & Materials,2022.0
LC-2022-02505,2022-10-21,Oficentro Internacional,9875.57,Logistics & Transport,Marketing,Panama,Time & Materials,2022.0
LC-2022-02506,2022-02-08,Ferremax Industrial,13487.35,Professional Services,Administration,Panama,Time & Materials,2022.0
LC-2022-02507,2022-06-01,Grupo Logístico del Istmo,500000.0,Maintenance & Repair,Logistics,Panama,Fixed Price,2022.0
LC-2022-02508,2022-04-28,Distribuidora Global S.A.,161718.99,IT & Technology,Sales,Panama,Time & Materials,2022.0
LC-2022-02509,2022-07-14,Grupo Logístico del Istmo,7177.53,Maintenance & Repair,Sales,USA,Spot Purchase,2022.0
LC-2022-02510,2022-03-22,Ferremax Industrial,7428.29,Professional Services,Operations,USA,Spot Purchase,2022.0
LC-2022-02511,2022-07-13,Oficentro Internacional,64746.78,Logistics & Transport,Sales,USA,Framework Agreement,2022.0
LC-2022-02512,2022-02-19,Distribuidora Global S.A.,70032.71,IT & Technology,IT,USA,Framework Agreement,2022.0
LC-2022-02513,2022-02-04,Catering Express Panama,11196.16,Logistics & Transport,HR,Colombia,Time & Materials,2022.0
LC-2022-02514,2022-01-20,TechSupplies Panama,26743.67,Office Supplies,Legal,Panama,Fixed Price,2022.0
LC-2022-02515,2022-02-03,Grupo Logístico del Istmo,31240.01,Maintenance & Repair,Legal,USA,Fixed Price,2022.0
LC-2023-02516,2023-01-26,Oficentro Internacional,53822.96,Logistics & Transport,HR,USA,Framework Agreement,2023.0
LC-2023-02517,2023-03-25,Mantenimiento Integral,5590.59,Office Supplies,Finance,Colombia,Spot Purchase,2023.0
LC-2022-02518,2022-03-01,Suministros Médicos del Sur,176.1,Uniforms & PPE,Logistics,Panama,Framework Agreement,2022.0
LC-2023-02519,2023-07-27,Grupo Logístico del Istmo,27563.3,Maintenance & Repair,Operations,Panama,Time & Materials,2023.0
LC-2022-02520,2022-07-23,TechSupplies Panama,13073.1,Office Supplies,Sales,Costa Rica,Time & Materials,2022.0
LC-2022-02521,2022-05-18,Seguridad Total Corp,6392.09,IT & Technology,Operations,Panama,Fixed Price,2022.0
LC-2022-02522,2022-08-13,TechSupplies Panama,500000.0,Office Supplies,Operations,Panama,Fixed Price,2022.0
LC-2023-02523,2023-04-13,Papelería y Más,8528.96,Uniforms & PPE,Finance,Colombia,Spot Purchase,2023.0
LC-2022-02524,2022-11-19,Grupo Logístico del Istmo,24928.43,Maintenance & Repair,Procurement,USA,Framework Agreement,2022.0
LC-2022-02525,2022-06-27,DataCenter Solutions,19588.58,Medical Supplies,IT,Panama,Fixed Price,2022.0
LC-2022-02526,2022-01-30,Oficentro Internacional,64810.67,Logistics & Transport,Procurement,Panama,Time & Materials,2022.0
LC-2023-02527,2023-04-15,Distribuidora Global S.A.,60120.93,IT & Technology,HR,USA,Framework Agreement,2023.0
LC-2022-02528,2022-06-16,Papelería y Más,12213.24,Uniforms & PPE,Operations,Panama,Spot Purchase,2022.0
LC-2023-02529,2023-02-28,Distribuidora Global S.A.,428416.99,IT & Technology,Sales,Panama,Spot Purchase,2023.0
LC-2022-02530,2022-11-25,Ferremax Industrial,9348.15,Professional Services,Finance,USA,Spot Purchase,2022.0
LC-2023-02531,2023-01-31,Catering Express Panama,10001.08,Logistics & Transport,HR,Panama,Fixed Price,2023.0
LC-2023-02532,2023-10-07,FleetCars Panama,1224.67,Security,HR,Colombia,Spot Purchase,2023.0
LC-2023-02533,2023-08-22,TechSupplies Panama,70729.3,Office Supplies,Sales,USA,Fixed Price,2023.0
LC-2022-02534,2022-09-11,MedEquip Latinoamerica,1238.89,Security,Logistics,USA,Time & Materials,2022.0
LC-2022-02535,2022-05-14,Seguridad Total Corp,2627.92,IT & Technology,Finance,Panama,Fixed Price,2022.0
LC-2023-02536,2023-12-15,Ferremax Industrial,25486.19,Professional Services,Marketing,Panama,Time & Materials,2023.0
LC-2023-02537,2023-04-11,FleetCars Panama,21241.78,Security,Administration,Panama,Fixed Price,2023.0
LC-2022-02538,2022-12-27,Transportes Rápidos S.A.,19490.48,Marketing,IT,USA,Time & Materials,2022.0
LC-2022-02539,2022-04-23,Transportes Rápidos S.A.,758.56,Marketing,HR,USA,Framework Agreement,2022.0
LC-2022-02540,2022-09-13,Ferremax Industrial,38790.12,Professional Services,Legal,Costa Rica,Framework Agreement,2022.0
LC-2022-02541,2022-04-26,Grupo Logístico del Istmo,15498.59,Maintenance & Repair,Logistics,Panama,Time & Materials,2022.0
LC-2022-02542,,Mantenimiento Integral,744.15,Office Supplies,Administration,Colombia,Spot Purchase,
LC-2022-02543,2022-10-29,MedEquip Latinoamerica,3549.19,Security,IT,Panama,Framework Agreement,2022.0
LC-2022-02544,2022-01-13,Oficentro Internacional,25079.87,Logistics & Transport,Marketing,USA,Framework Agreement,2022.0
LC-2023-02545,2023-06-04,IT Solutions Group,187226.56,Maintenance & Repair,Administration,Colombia,Spot Purchase,2023.0
LC-2023-02546,2023-10-01,Oficentro Internacional,61056.31,Logistics & Transport,Procurement,USA,Framework Agreement,2023.0
LC-2023-02547,2023-03-01,DataCenter Solutions,622.39,Medical Supplies,HR,USA,Framework Agreement,2023.0
LC-2023-02548,2023-08-04,Ferremax Industrial,18439.88,Professional Services,HR,Panama,Framework Agreement,2023.0
LC-2022-02549,2022-01-29,Grupo Logístico del Istmo,123705.62,Maintenance & Repair,Finance,Panama,Time & Materials,2022.0
LC-2022-02550,2022-11-27,TechSupplies Panama,445134.31,Office Supplies,Logistics,Panama,Fixed Price,2022.0
LC-2022-02551,2022-11-20,TechSupplies Panama,5414.41,Office Supplies,HR,USA,Framework Agreement,2022.0
LC-2023-02552,2023-10-24,Grupo Logístico del Istmo,3805.07,Maintenance & Repair,Procurement,Colombia,Time & Materials,2023.0
LC-2023-02553,2023-01-22,DataCenter Solutions,81344.44,Medical Supplies,HR,Panama,Spot Purchase,2023.0
LC-2022-02554,2022-07-19,Distribuidora Global S.A.,57961.66,IT & Technology,Marketing,Panama,Fixed Price,2022.0
LC-2023-02555,2023-08-11,Seguridad Total Corp,1336.17,IT & Technology,Operations,Panama,Framework Agreement,2023.0
LC-2022-02556,2022-04-07,TechSupplies Panama,68978.83,Office Supplies,Finance,Panama,Time & Materials,2022.0
LC-2023-02557,2023-12-30,Papelería y Más,94.29,Uniforms & PPE,Marketing,Colombia,Fixed Price,2023.0
LC-2022-02558,2022-01-09,Grupo Logístico del Istmo,36462.9,Maintenance & Repair,Procurement,Panama,Framework Agreement,2022.0
LC-2022-02559,2022-11-13,Oficentro Internacional,53819.19,Logistics & Transport,Marketing,Panama,Spot Purchase,2022.0
LC-2023-02560,2023-08-07,Transportes Rápidos S.A.,19661.25,Marketing,Operations,Panama,Time & Materials,2023.0
LC-2023-02561,2023-06-18,DataCenter Solutions,1074.01,Medical Supplies,Procurement,Panama,Framework Agreement,2023.0
LC-2022-02562,2022-05-02,Grupo Logístico del Istmo,40248.36,Maintenance & Repair,Legal,Costa Rica,Framework Agreement,2022.0
LC-2023-02563,2023-03-23,DataCenter Solutions,1226.43,Medical Supplies,Finance,USA,Time & Materials,2023.0
LC-2022-02564,2022-06-17,Distribuidora Global S.A.,49338.53,IT & Technology,Finance,Panama,Framework Agreement,2022.0
LC-2022-02565,2022-04-03,Distribuidora Global S.A.,12401.65,IT & Technology,Procurement,USA,Fixed Price,2022.0
LC-2023-02566,2023-08-13,Seguridad Total Corp,2664.71,IT & Technology,Administration,USA,Framework Agreement,2023.0
LC-2022-02567,2022-02-28,Transportes Rápidos S.A.,1103.54,Marketing,Finance,Costa Rica,Fixed Price,2022.0
LC-2022-02568,2022-03-05,Papelería y Más,,Uniforms & PPE,HR,Costa Rica,Fixed Price,2022.0
LC-2022-02569,2022-07-13,MEDEQUIP LATINOAMERICA,17812.87,Security,IT,USA,Spot Purchase,2022.0
LC-2023-02570,,Oficentro Internacional,27404.3,Logistics & Transport,HR,Panama,Time & Materials,
LC-2023-02571,2023-11-07,Grupo Logístico del Istmo,38020.68,Maintenance & Repair,HR,Panama,Time & Materials,2023.0
LC-2022-02572,2022-06-17,Ferremax Industrial,6384.89,Professional Services,Marketing,Colombia,Spot Purchase,2022.0
LC-2023-02573,2023-05-29,IT Solutions Group,3135.32,Maintenance & Repair,HR,USA,Time & Materials,2023.0
LC-2022-02574,2022-03-27,Consultoría Estratégica,4558.25,Medical Supplies,IT,USA,Spot Purchase,2022.0
LC-2023-02575,2023-04-11,Publicidad Digital LATAM,250493.85,Marketing,Legal,Panama,Spot Purchase,2023.0
LC-2022-02576,2022-06-08,Seguridad Total Corp,927.09,IT & Technology,Operations,Panama,Time & Materials,2022.0
LC-2023-02577,2023-11-21,TechSupplies Panama,210451.96,Office Supplies,Administration,Panama,Fixed Price,2023.0
LC-2023-02578,2023-06-26,Grupo Logístico del Istmo,120118.08,Maintenance & Repair,HR,Panama,Fixed Price,2023.0
LC-2023-02579,2023-05-20,Energía Renovable S.A.,7487.23,Catering & Food,Operations,Panama,Spot Purchase,2023.0
LC-2022-02580,2022-01-07,DataCenter Solutions,68729.29,Medical Supplies,Sales,USA,Time & Materials,2022.0
LC-2023-02581,2023-09-29,IT Solutions Group,8588.32,Maintenance & Repair,Logistics,Panama,Fixed Price,2023.0
LC-2022-02582,2022-12-27,Distribuidora Global S.A.,57930.02,IT & Technology,Marketing,Colombia,Fixed Price,2022.0
LC-2022-02583,2022-12-25,DataCenter Solutions,4538.35,Medical Supplies,Marketing,Colombia,Framework Agreement,2022.0
LC-2023-02584,2023-01-21,Suministros Médicos del Sur,30802.57,Uniforms & PPE,HR,Colombia,Spot Purchase,2023.0
LC-2023-02585,2023-08-12,Grupo Logístico del Istmo,135369.46,Maintenance & Repair,HR,USA,Framework Agreement,2023.0
LC-2022-02586,2022-12-18,Oficentro Internacional,17140.29,Logistics & Transport,Marketing,USA,Time & Materials,2022.0
LC-2022-02587,2022-11-02,DataCenter Solutions,679.35,Medical Supplies,Operations,Mexico,Spot Purchase,2022.0
LC-2023-02588,2023-03-10,Ferremax Industrial,28464.79,Professional Services,Procurement,Panama,Spot Purchase,2023.0
LC-2022-02589,2022-01-23,Grupo Logístico del Istmo,13904.3,Maintenance & Repair,Administration,Panama,Spot Purchase,2022.0
LC-2023-02590,2023-12-04,Oficentro Internacional,33650.07,Logistics & Transport,Procurement,Panama,Framework Agreement,2023.0
LC-2022-02591,2022-04-26,Distribuidora Global S.A.,160319.79,IT & Technology,Marketing,Panama,Framework Agreement,2022.0
